Label	Gene	Product																	RheaRid	AnnotatedRid	CreationDate	AmigeneStatus	PubmedID	BioProcess	Matrix	Annotator	Atot	Ctot	Gtot	Ttot	GCtot	ATtot	A1	C1	G1	T1	GC1	AT1	A2	C2	G2	T2	GC2	AT2	A3	C3	G3	T3	GC3	AT3	CAI	MW	KD	Tiny	Small	Aliphatic	Aromatic	Non_Polar	Polar	Charged	Basic	Acidic	Pi	OI
BSU00460	ispE	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase																		2.7.1.148-RXN ;	05/06/2007 14:31	no	11361082, 12682299, 12771135, 17458547	16.2 : Construct biomass (Anabolism) ;	1	gmeurice	0.281609	0.1989	0.281609	0.237931	0.48046	0.51954	0.306897	0.172414	0.37931	0.141379	0.551724	0.448276	0.303448	0.210345	0.182759	0.303448	0.393103	0.606897	0.234483	0.213793	0.282759	0.268966	0.496552	0.503448	0.535614	31718.28	-0.100692	0.294118	0.50519	0.245675	0.076125	0.560554	0.439446	0.262976	0.138408	0.124567	6.361427	9.598616
BSU00470	purR	transcriptional regulator of the purine biosynthesis operon																			07/05/2007 20:30	no	11591660, 12837783, 12837784, 15629952, 16163456	16.3 : Control ;	2	adanchin	0.292541	0.1946	0.231935	0.280886	0.426573	0.573427	0.318182	0.157343	0.339161	0.185315	0.496503	0.503497	0.300699	0.223776	0.13986	0.335664	0.363636	0.636364	0.258741	0.202797	0.216783	0.321678	0.41958	0.58042	0.553533	31227.71	-0.002105	0.291228	0.501754	0.263158	0.080702	0.54386	0.45614	0.224561	0.112281	0.112281	5.864647	8.894737
BSU00480	ridA	aminoacrylate/iminopropionate hydrolase/deaminase																			07/03/2014 08:14	no	2113912, 12515541, 14729707, 10557275, 10919400, 10368157, 20562306, 23815688	16.3 : Control ; 16.6 : Maintain ;	2	adanchin	0.312169	0.1984	0.243386	0.246032	0.441799	0.558201	0.285714	0.150794	0.404762	0.15873	0.555556	0.444444	0.34127	0.253968	0.095238	0.309524	0.349206	0.650794	0.309524	0.190476	0.230159	0.269841	0.420635	0.579365	0.628572	13653.06	0.0144	0.288	0.528	0.232	0.112	0.568	0.432	0.232	0.112	0.12	5.277077	9.456
BSU00490	spoVG	regulator required for spore cortex synthesis (stage V sporulation)																			30/04/2016 19:55	no	16428420, 10648512, 9733708, 10348850, 27048798	16.3 : Control ; 16.13 : Shape ;	3	adanchin	0.278912	0.1939	0.255102	0.272109	0.44898	0.55102	0.27551	0.193878	0.408163	0.122449	0.602041	0.397959	0.316327	0.204082	0.193878	0.285714	0.397959	0.602041	0.244898	0.183673	0.163265	0.408163	0.346939	0.653061	0.610122	10860.7	-0.45567	0.268041	0.536082	0.226804	0.092784	0.474227	0.525773	0.340206	0.164948	0.175258	5.249947	10.216495
BSU00500	glmU	bifunctional glucosamine-1-phosphate N-acetyltransferase/UDP-N-acetylglucosamine pyrophosphorylase																	RHEA:13509$RHEA:13725	2.3.1.157-RXN ; NAG1P-URIDYLTRANS-RXN ; RHEA:13509 ; RHEA:13725 ;	06/10/2014 09:10	no	1328164, 8522540, 9648743, 11124906, 23485416, 2491507	16.2 : Construct biomass (Anabolism) ;	3	adanchin	0.317287	0.1802	0.251641	0.250912	0.431802	0.568198	0.319475	0.157549	0.407002	0.115974	0.564551	0.435449	0.363239	0.212254	0.148796	0.275711	0.36105	0.63895	0.269147	0.170678	0.199125	0.36105	0.369803	0.630197	0.605278	49451.965	-0.274561	0.298246	0.541667	0.234649	0.078947	0.52193	0.47807	0.267544	0.135965	0.131579	5.720558	9.502193
BSU00510	prs	phosphoribosylpyrophosphate synthetase																		PRPPSYN-RXN ;	04/02/2007 20:16	no	2169413, 3038693, 8522540	16.2 : Construct biomass (Anabolism) ;	3	adanchin	0.305031	0.2044	0.222222	0.268344	0.426625	0.573375	0.31761	0.207547	0.349057	0.125786	0.556604	0.443396	0.31761	0.216981	0.147799	0.31761	0.36478	0.63522	0.279874	0.188679	0.169811	0.361635	0.358491	0.641509	0.625794	34866.88	-0.018297	0.264984	0.495268	0.277603	0.069401	0.555205	0.444795	0.258675	0.132492	0.126183	5.936531	9.233438
BSU00520	ctc	ribosomal protein Ctc, binding 5S RNA																			03/12/2012 08:13	no	12432960, 8522540, 9669336, 10369900	16.2 : Construct biomass (Anabolism) ; 16.6 : Maintain ; 16.8 : Protect ;	3	adanchin	0.310569	0.2065	0.255285	0.227642	0.461789	0.538211	0.282927	0.2	0.414634	0.102439	0.614634	0.385366	0.370732	0.253659	0.107317	0.268293	0.360976	0.639024	0.278049	0.165854	0.243902	0.312195	0.409756	0.590244	0.57778	22054.645	-0.388725	0.284314	0.54902	0.240196	0.053922	0.480392	0.519608	0.284314	0.102941	0.181373	4.412651	9.22549
BSU00530	pth	peptidyl-tRNA hydrolase																		AMINOCYL-TRNA-HYDROLASE-RXN ;	26/02/2007 11:34	no	12100553, 12682299, 8635758	16.6 : Maintain ; 16.8 : Protect ; 16.11 : Scavenge (Catabolism) ;	2	adanchin	0.303351	0.1834	0.252205	0.261023	0.435626	0.564374	0.301587	0.15873	0.359788	0.179894	0.518519	0.481481	0.359788	0.15873	0.164021	0.31746	0.322751	0.677249	0.248677	0.232804	0.232804	0.285714	0.465608	0.534392	0.556674	20871.055	-0.239894	0.244681	0.5	0.25	0.095745	0.553191	0.446809	0.265957	0.132979	0.132979	5.684456	9.425532
BSU00540	fin	protein required for the switch from F to G during sporulation (anti sigma F)																			01/09/2011 10:04	no	21037003		2	adanchin	0.329004	0.1775	0.207792	0.285714	0.385281	0.614719	0.233766	0.207792	0.298701	0.25974	0.506494	0.493506	0.441558	0.155844	0.155844	0.246753	0.311688	0.688312	0.311688	0.168831	0.168831	0.350649	0.337662	0.662338	0.620101	8847.485	-0.596053	0.263158	0.460526	0.184211	0.184211	0.460526	0.539474	0.315789	0.157895	0.157895	5.285728	10.631579
BSU00550	mfd	transcription-repair coupling factor																			20/01/2012 16:30	no	11065368, 16950921, 8594198, 9535092, 22248542	16.6 : Maintain ; 16.8 : Protect ;	1	adanchin	0.307866	0.2018	0.249859	0.240521	0.451613	0.548387	0.295416	0.212224	0.348048	0.144312	0.560272	0.439728	0.376061	0.181664	0.140068	0.302207	0.321732	0.678268	0.252122	0.211375	0.26146	0.275042	0.472835	0.527165	0.534178	133806.75	-0.405013	0.233645	0.424809	0.24554	0.092608	0.494477	0.505523	0.31096	0.152931	0.158029	5.503731	9.234494
BSU00560	spoVT	transcriptional regulator																			27/06/2012 19:31	no	15063493, 15939023, 16159768, 18996130, 8755877, 22522895	16.3 : Control ;	3	adanchin	0.294227	0.1769	0.273743	0.255121	0.450652	0.549348	0.290503	0.162011	0.407821	0.139665	0.569832	0.430168	0.335196	0.178771	0.178771	0.307263	0.357542	0.642458	0.256983	0.189944	0.234637	0.318436	0.424581	0.575419	0.571406	19741.655	-0.255618	0.264045	0.505618	0.252809	0.067416	0.516854	0.483146	0.314607	0.140449	0.174157	4.869164	9.370787
BSU00570	yabM	putative exporter																			27/07/2007 11:37	no	15849754, 16850406	16.1 : Circulate ;	2	adanchin	0.242026	0.1876	0.257036	0.313321	0.444653	0.555347	0.257036	0.166979	0.332083	0.243902	0.499062	0.500938	0.206379	0.230769	0.168856	0.393996	0.399625	0.600375	0.262664	0.165103	0.270169	0.302064	0.435272	0.564728	0.501708	57354.785	0.723684	0.328947	0.484962	0.31391	0.110902	0.676692	0.323308	0.142857	0.090226	0.052632	9.417091	8.266917
BSU00580	yabN	putative fusion methylase and nucleotide pyrophosphohydrolase																			27/07/2007 11:31	no	11178267	16.6 : Maintain ; 16.8 : Protect ;	2	adanchin	0.310884	0.1857	0.262585	0.240816	0.448299	0.551701	0.273469	0.181633	0.395918	0.14898	0.577551	0.422449	0.404082	0.179592	0.116327	0.3	0.295918	0.704082	0.255102	0.195918	0.27551	0.273469	0.471429	0.528571	0.543106	56104.4	-0.434151	0.214724	0.429448	0.235174	0.108384	0.486708	0.513292	0.353783	0.147239	0.206544	4.69976	9.429448
BSU00590	hslR	ribosomal RNA binding protein involved in 50S recycling; heat shock protein																			27/08/2014 11:09	no	10675343, 10675344, 19013177	16.2 : Construct biomass (Anabolism) ;	2	adanchin	0.394636	0.1839	0.229885	0.191571	0.413793	0.586207	0.344828	0.183908	0.356322	0.114943	0.54023	0.45977	0.402299	0.183908	0.137931	0.275862	0.321839	0.678161	0.436782	0.183908	0.195402	0.183908	0.37931	0.62069	0.595029	9718.835	-0.672093	0.244186	0.44186	0.232558	0.034884	0.430233	0.569767	0.360465	0.209302	0.151163	9.645454	9.023256
BSU00600	yabP	spore protein involved in the shaping of the spore coat																			21/03/2007 08:28	no	11283287, 15231775, 10869437	16.13 : Shape ;	3	adanchin	0.323432	0.1287	0.264026	0.283828	0.392739	0.607261	0.287129	0.158416	0.346535	0.207921	0.50495	0.49505	0.415842	0.108911	0.148515	0.326733	0.257426	0.742574	0.267327	0.118812	0.29703	0.316832	0.415842	0.584158	0.519039	11402.495	-0.534	0.21	0.44	0.22	0.12	0.47	0.53	0.32	0.17	0.15	6.327141	8.7
BSU00610	yabQ	membrane protein of the forespore																			21/03/2007 08:30	no	11283287, 15849754, 16850406, 10869437	16.13 : Shape ;	2	adanchin	0.264151	0.1871	0.20283	0.345912	0.389937	0.610063	0.325472	0.231132	0.188679	0.254717	0.419811	0.580189	0.212264	0.146226	0.169811	0.471698	0.316038	0.683962	0.254717	0.183962	0.25	0.311321	0.433962	0.566038	0.506175	25091.12	0.818483	0.21327	0.308057	0.341232	0.189573	0.687204	0.312796	0.189573	0.165877	0.023697	10.362267	8.274882
BSU00620	divIC	cell-division initiation protein																			29/05/2007 13:23	no	11283287, 11994149, 12682299, 16936019	16.9 : Replicate ; 16.13 : Shape ;	1	adanchin	0.396825	0.1667	0.232804	0.203704	0.399471	0.600529	0.357143	0.166667	0.293651	0.18254	0.460317	0.539683	0.420635	0.15873	0.150794	0.269841	0.309524	0.690476	0.412698	0.174603	0.253968	0.15873	0.428571	0.571429	0.447082	14702.3	-0.8464	0.224	0.36	0.224	0.072	0.376	0.624	0.384	0.216	0.168	9.520164	8.624
BSU00630	yabR	putative RNA degradation protein; polyribonucleotide nucleotidyltransferase or phosphorylase																			21/06/2007 17:13	no	15066026, 16014871, 9862121	16.11 : Scavenge (Catabolism) ; 16.6 : Maintain ; 16.3 : Control ;	3	sekowska	0.361757	0.1628	0.235142	0.24031	0.397933	0.602067	0.341085	0.131783	0.364341	0.162791	0.496124	0.503876	0.379845	0.155039	0.209302	0.255814	0.364341	0.635659	0.364341	0.20155	0.131783	0.302326	0.333333	0.666667	0.619626	14194.525	-0.814063	0.257812	0.492188	0.203125	0.0625	0.445312	0.554688	0.359375	0.21875	0.140625	9.838356	8.867188
BSU_tRNA_10	trnSL-Met1	transfer RNA-Met																			06/12/2008 13:12			16.2 : Construct biomass (Anabolism) ;																																								
BSU_tRNA_11	trnSL-Glu1	transfer RNA-Glu																			06/12/2008 13:12			16.2 : Construct biomass (Anabolism) ;																																								
BSU00640	spoIIE	SpoIIAA-phosphate serine phosphatase																			07/03/2012 09:00	no	10747015, 12180929, 15126482, 15866939, 15978076	16.3 : Control ; 16.13 : Shape ;	1	adanchin	0.287842	0.1997	0.237923	0.274557	0.437601	0.562399	0.292271	0.190821	0.333333	0.183575	0.524155	0.475845	0.310386	0.199275	0.144928	0.345411	0.344203	0.655797	0.26087	0.208937	0.235507	0.294686	0.444444	0.555556	0.540602	91964.96	0.102297	0.281741	0.438936	0.262394	0.116082	0.562273	0.437727	0.243047	0.129383	0.113664	6.147697	8.67231
BSU00650	yabS	conserved hypothetical protein																			22/01/2007 16:29	no			2	adanchin	0.304878	0.1938	0.268293	0.233062	0.46206	0.53794	0.288618	0.223577	0.378049	0.109756	0.601626	0.398374	0.325203	0.207317	0.138211	0.329268	0.345528	0.654472	0.300813	0.150407	0.288618	0.260163	0.439024	0.560976	0.537237	26742.63	-0.099592	0.273469	0.489796	0.257143	0.053061	0.534694	0.465306	0.240816	0.106122	0.134694	4.909325	9.432653
BSU00660	yabT	serine/threonine-protein kinase																			03/11/2013 19:02	no	23634894	16.3 : Control ;	1	adanchin	0.318584	0.1986	0.239921	0.242871	0.438545	0.561455	0.336283	0.182891	0.286136	0.19469	0.469027	0.530973	0.333333	0.238938	0.156342	0.271386	0.39528	0.60472	0.286136	0.174041	0.277286	0.262537	0.451327	0.548673	0.500712	37664.065	-0.326923	0.295858	0.476331	0.207101	0.106509	0.538462	0.461538	0.236686	0.147929	0.088757	9.593544	8.576923
BSU00670	tilS	tRNA(ile2) lysidine synthetase																		RXN-1961 ;	08/01/2014 14:16	no	12682299, 14527414, 16039592, 17005971, 24001521	16.2 : Construct biomass (Anabolism) ;	1	adanchin	0.317829	0.2008	0.239605	0.24172	0.440451	0.559549	0.295983	0.209302	0.315011	0.179704	0.524313	0.475687	0.359408	0.205074	0.162791	0.272727	0.367865	0.632135	0.298097	0.188161	0.241015	0.272727	0.429175	0.570825	0.541106	53429.895	-0.448517	0.264831	0.459746	0.209746	0.116525	0.5	0.5	0.286017	0.165254	0.120763	8.582573	9.277542
BSU00680	hprT	hypoxanthine-guanine phosphoribosyltransferase																		GUANPRIBOSYLTRAN-RXN ; HYPOXANPRIBOSYLTRAN-RXN ;	08/01/2014 14:21	no	3110131, 6408059, 24001521	16.11 : Scavenge (Catabolism) ;	2	adanchin	0.322284	0.1565	0.235727	0.285451	0.392265	0.607735	0.298343	0.127072	0.375691	0.198895	0.502762	0.497238	0.348066	0.165746	0.138122	0.348066	0.303867	0.696133	0.320442	0.176796	0.19337	0.309392	0.370166	0.629834	0.601268	20238.605	-0.012222	0.233333	0.45	0.283333	0.105556	0.561111	0.438889	0.305556	0.133333	0.172222	4.797493	8.605556
BSU00690	ftsH	ATP-dependent cytoplasmic membrane protease																		RXN0-3221 ;	08/01/2014 14:23	no	10851010, 10913836, 12533473, 9076729, 9084181, 9287010, 9352926, 24001521	16.9 : Replicate ; 16.13 : Shape ;	2	adanchin	0.298328	0.2064	0.253396	0.241902	0.45977	0.54023	0.286834	0.194357	0.388715	0.130094	0.583072	0.416928	0.351097	0.175549	0.166144	0.30721	0.341693	0.658307	0.257053	0.249216	0.205329	0.288401	0.454545	0.545455	0.609883	70934.2	-0.308477	0.248038	0.481947	0.240188	0.087912	0.525903	0.474097	0.298273	0.150706	0.147567	5.921471	9.306122
BSU00700	coaX	pantothenate kinase type III																	RHEA:16373	PANTOTHENATE-KIN-RXN ; RHEA:16373 ;	06/08/2014 12:33	no	15795230, 16905099, 24784177	16.2 : Construct biomass (Anabolism) ;	1	adanchin	0.310167	0.1892	0.239382	0.261261	0.428571	0.571429	0.324324	0.158301	0.343629	0.173745	0.501931	0.498069	0.305019	0.196911	0.166023	0.332046	0.362934	0.637066	0.301158	0.212355	0.208494	0.277992	0.420849	0.579151	0.541842	28556.965	0.062791	0.267442	0.484496	0.271318	0.104651	0.596899	0.403101	0.232558	0.120155	0.112403	5.895515	9.414729
BSU00710	hslO	disulfide bond chaperone (heat shock protein HSP33)																			30/07/2007 14:29	no	11323724, 15023991	16.6 : Maintain ;	1	adanchin	0.312785	0.1884	0.255708	0.243151	0.444064	0.555936	0.260274	0.184932	0.407534	0.14726	0.592466	0.407534	0.321918	0.219178	0.167808	0.291096	0.386986	0.613014	0.356164	0.160959	0.191781	0.291096	0.35274	0.64726	0.601861	31809.97	-0.225773	0.298969	0.505155	0.233677	0.072165	0.542955	0.457045	0.274914	0.120275	0.154639	4.853676	9.676976
BSU00720	yacD	putative protein secretion PrsA homolog																			07/05/2007 20:50	no	15187182, 15856219	16.1 : Circulate ;	3	adanchin	0.357942	0.1655	0.238255	0.238255	0.403803	0.596197	0.325503	0.127517	0.352349	0.194631	0.479866	0.520134	0.399329	0.204698	0.14094	0.255034	0.345638	0.654362	0.348993	0.16443	0.221477	0.265101	0.385906	0.614094	0.549034	34077.18	-0.592593	0.265993	0.434343	0.215488	0.097643	0.447811	0.552189	0.340067	0.158249	0.181818	5.142387	8.93266
BSU00730	cysK	cysteine synthase																		ACSERLY-RXN ;	15/02/2012 16:44	no	11390694, 15760717, 16267287, 16513748	16.2 : Construct biomass (Anabolism) ; 16.3 : Control ;	2	adanchin	0.317152	0.2082	0.247033	0.227616	0.455232	0.544768	0.297735	0.177994	0.407767	0.116505	0.585761	0.414239	0.317152	0.236246	0.171521	0.275081	0.407767	0.592233	0.33657	0.210356	0.161812	0.291262	0.372168	0.627832	0.667251	32818.225	-0.162338	0.318182	0.516234	0.224026	0.071429	0.590909	0.409091	0.243506	0.12013	0.123377	5.633934	9.311688
BSU00740	pabB	4-amino-4-deoxychorismate synthase (para-aminobenzoate synthase)																		PABASYN-RXN ;	08/05/2007 09:40	no	16605270, 17114263, 2123867, 9084182	16.2 : Construct biomass (Anabolism) ;	3	adanchin	0.316348	0.1897	0.237792	0.256192	0.427459	0.572541	0.271762	0.203822	0.348195	0.176221	0.552017	0.447983	0.352442	0.214437	0.150743	0.282378	0.36518	0.63482	0.324841	0.150743	0.214437	0.309979	0.36518	0.63482	0.536076	53249.245	-0.415106	0.26383	0.446809	0.206383	0.129787	0.512766	0.487234	0.291489	0.142553	0.148936	5.36776	9.365957
BSU00750	pabA	4-amino-4-deoxychorismate synthase; anthranilate synthase (subunit II)																		PABASYN-RXN ; ANTHRANSYN-RXN ;	12/09/2012 14:00	no	16605270, 17114263, 9098056	16.2 : Construct biomass (Anabolism) ;	1	ebelda	0.292308	0.2085	0.244444	0.254701	0.452991	0.547009	0.307692	0.2	0.333333	0.158974	0.533333	0.466667	0.317949	0.194872	0.153846	0.333333	0.348718	0.651282	0.251282	0.230769	0.246154	0.271795	0.476923	0.523077	0.529337	21684.095	-0.064433	0.257732	0.453608	0.247423	0.113402	0.551546	0.448454	0.273196	0.123711	0.149485	4.960487	9.268041
BSU00760	pabC	4-amino-4-deoxychorismate pyruvate-lyase																		ADCLY-RXN ;	08/05/2007 09:58	no	10876155, 1644759	16.2 : Construct biomass (Anabolism) ;	1	adanchin	0.30839	0.1893	0.249433	0.252834	0.438776	0.561224	0.309524	0.190476	0.323129	0.176871	0.513605	0.486395	0.35034	0.166667	0.180272	0.302721	0.346939	0.653061	0.265306	0.210884	0.244898	0.278912	0.455782	0.544218	0.493104	33514.19	-0.329352	0.242321	0.423208	0.242321	0.116041	0.52901	0.47099	0.296928	0.153584	0.143345	6.153572	9.399317
BSU00770	folP	dihydropteroate synthase																		H2PTEROATESYNTH-RXN ;	05/09/2011 15:29	no	11007651, 2123867	16.2 : Construct biomass (Anabolism) ;	2	adanchin	0.286713	0.2005	0.275058	0.237762	0.475524	0.524476	0.311189	0.167832	0.398601	0.122378	0.566434	0.433566	0.332168	0.216783	0.146853	0.304196	0.363636	0.636364	0.216783	0.216783	0.27972	0.286713	0.496503	0.503497	0.544425	31000.31	-0.144912	0.277193	0.522807	0.245614	0.077193	0.554386	0.445614	0.294737	0.147368	0.147368	5.460258	9.357895
BSU00780	folB	dihydroneopterin aldolase																		H2NEOPTERINALDOL-RXN ; RXN-10856 ;	18/04/2007 08:41	no	16188473, 17176045, 17388809	16.2 : Construct biomass (Anabolism) ;	2	adanchin	0.325069	0.1791	0.256198	0.239669	0.435262	0.564738	0.272727	0.190083	0.38843	0.14876	0.578512	0.421488	0.396694	0.181818	0.132231	0.289256	0.31405	0.68595	0.305785	0.165289	0.247934	0.280992	0.413223	0.586777	0.593867	13515.975	-0.3525	0.233333	0.466667	0.241667	0.108333	0.533333	0.466667	0.308333	0.15	0.158333	5.37075	9.491667
BSU00790	folK	7,8-dihydro-6-hydroxymethylpterin pyrophosphokinase																	RHEA:11412	H2PTERIDINEPYROPHOSPHOKIN-RXN ; RHEA:11412 ;	06/10/2014 09:20	no	17029412	16.2 : Construct biomass (Anabolism) ;	1	adanchin	0.321429	0.1786	0.251984	0.248016	0.430556	0.569444	0.27381	0.196429	0.363095	0.166667	0.559524	0.440476	0.357143	0.214286	0.136905	0.291667	0.35119	0.64881	0.333333	0.125	0.255952	0.285714	0.380952	0.619048	0.549505	19057.78	-0.353892	0.239521	0.449102	0.245509	0.095808	0.497006	0.502994	0.275449	0.113772	0.161677	4.725182	10.017964
BSU00800	yazB	putative transcriptional regulator																			21/03/2007 09:15	no		16.3 : Control ;	3	adanchin	0.328571	0.1762	0.252381	0.242857	0.428571	0.571429	0.271429	0.157143	0.4	0.171429	0.557143	0.442857	0.285714	0.242857	0.2	0.271429	0.442857	0.557143	0.428571	0.128571	0.157143	0.285714	0.285714	0.714286	0.550933	7552.39	-0.176812	0.304348	0.449275	0.231884	0.057971	0.57971	0.42029	0.289855	0.144928	0.144928	6.447838	9.318841
BSU00810	dusB	tRNA-dihydrouridine synthase B																		RXN0-1281 ;	18/04/2007 09:03	no	11983710, 15698474	16.6 : Maintain ; 16.2 : Construct biomass (Anabolism) ; 16.3 : Control ;	3	adanchin	0.323353	0.1756	0.272455	0.228543	0.448104	0.551896	0.311377	0.158683	0.413174	0.116766	0.571856	0.428144	0.347305	0.182635	0.164671	0.305389	0.347305	0.652695	0.311377	0.185629	0.239521	0.263473	0.42515	0.57485	0.65485	37046.42	-0.2	0.252252	0.501502	0.24024	0.075075	0.561562	0.438438	0.291291	0.156156	0.135135	8.137917	9.957958
BSU00820	lysS	lysyl-tRNA synthetase																		LYSINE--TRNA-LIGASE-RXN ;	31/01/2012 17:34	no	12682299, 14623972, 20649968	16.2 : Construct biomass (Anabolism) ;	3	adanchin	0.321333	0.2113	0.222	0.245333	0.433333	0.566667	0.278	0.23	0.358	0.134	0.588	0.412	0.386	0.176	0.146	0.292	0.322	0.678	0.3	0.228	0.162	0.31	0.39	0.61	0.681166	57537.07	-0.547094	0.212425	0.410822	0.220441	0.118236	0.492986	0.507014	0.336673	0.160321	0.176353	5.192375	9.881764
BSU_rRNA_6	rrnJ-16S	ribosomal RNA-16S																			06/12/2008 13:33			16.2 : Construct biomass (Anabolism) ;																																								
BSU_rRNA_7	rrnJ-23S	ribosomal RNA-23S																			06/12/2008 13:33			16.2 : Construct biomass (Anabolism) ;																																								
BSU_rRNA_8	rrnJ-5S	ribosomal RNA-5S																			06/12/2008 13:33			16.2 : Construct biomass (Anabolism) ;																																								
BSU_tRNA_12	trnJ-Val	transfer RNA-Val																			06/12/2008 13:12			16.2 : Construct biomass (Anabolism) ;																																								
