Name	Locus_tag	StartV3	EndV3	StartV2	EndV2	Strand	Keeptot	Keeptrim	Id260210	OrigId	classif	S1_1_hyb28384002	S1_2_hyb28358602	S1_3_hyb29569102	S2_1_hyb28345202_01	S2_2_hyb28438702_01	S2_3_hyb29584002	S3_1_hyb28353902	S3_2_hyb28407302_01	S3_3_hyb29593702	S4_1_hyb28353602_01	S4_2_hyb29633702	S4_3_hyb29593902	S5_1_hyb28387702	S5_2_hyb29581902	S5_3_hyb29636602	S6_1_hyb28357602	S6_2_hyb29634602	S6_3_hyb29637702	nit_1_hyb32848302	nit_2_hyb32848802	nit_3_hyb32848702	ferm_1_hyb32835902	ferm_2_hyb32848502	ferm_3_hyb32875102	T.4.40H_1_hyb32876002	T.3.40H_1_hyb32860502	T.2.40H_1_hyb32875702	T.1.40H_1_hyb32874902	T.1.10H_1_hyb32875902	T.0.40H_1_hyb32860902	T0.0H_1_hyb32860102	T0.30H_1_hyb32876202	T1.0H_1_hyb34436402	T1.30H_1_hyb34528602	T2.0H_1_hyb34508402	T2.30H_1_hyb34549502	T3.0H_1_hyb34489302	T3.30H_1_hyb34489502	T4.0H_1_hyb34533902	T5.0H_1_hyb34489402	HiTm_1_hyb25345002	HiTm_2_hyb25344702	HiTm_3_hyb25347002	LoTm_1_hyb25348402	LoTm_2_hyb25348102	LoTm_3_hyb25348002	HiOs_1_hyb25346802	HiOs_2_hyb25344902	HiOs_3_hyb25347502	Heat_1_hyb25340602	Heat_2_hyb25344602	Heat_3_hyb25341002	Cold_1_hyb25347802	Cold_2_hyb25344502	Cold_3_hyb25340802	Etha_1_hyb25348602	Etha_2_hyb25340502	Etha_3_hyb25340702	Salt_1_hyb25345102	Salt_2_hyb25344802	Salt_3_hyb25347202	M40t45_1_hyb25414802	M40t45_2_hyb28390602	M40t45_3_hyb28463502	M40t90_1_hyb27061602	M40t90_2_hyb28384202_01	M40t90_3_hyb28384802_01	dia5_1_hyb25337802	dia5_2_hyb25340002	dia5_3_hyb25348502	dia15_1_hyb25321902	dia15_2_hyb25339602	dia15_3_hyb25339402	Diami_1_hyb27744802	Diami_2_hyb32848002	Diami_3_hyb27744702	Paraq_1_hyb29583002	Paraq_2_hyb32848102	H2O2_1_hyb32848202	H2O2_2_hyb32844902	H2O2_3_hyb27746602
S13	new_19194_19923_c	19194	19923	19192	19921	-1	TRUE	TRUE	Id260210_16	O_16	indep-Ext	0.4735	0.3595	-0.9105	0.9161	0.4849	-0.5009	2.3815	1.8326	3.0122	3.7642	4.2215	3.0242	4.4875	4.5274	3.7733	4.8778	3.332	4.3106	1.1072	0	0.4783	0.7021	-0.1736	0.9965	0.3387	0.3574	0.067	0.3048	-0.0587	-0.1527	-0.2623	0.9454	0.422	0.7186	1.0118	0.7066	0.5861	1.1739	1.4868	1.747	0.7128	0.2478	0.23	1.048	1.1926	1.373	0.0187	1.0191	0.6256	0.7635	0.1091	0.175	0.2367	0.4497	-0.0371	0.9463	0.9571	-0.0013	-0.0989	-0.2824	0.0575	0.265	-0.2914	-0.1766	-0.291	-0.0359	0.0438	0.2092	0.4715	0.4894	-0.1374	0.1791	0.6154	-0.1913	-0.6768	0.3318	0.2849	-0.5066	-0.4036	-0.465	0.0302
pdxT	BSU00120	19968	20558	19966	20556	1	TRUE	TRUE	-	-	-	0.6509	-0.0513	0.0794	-0.7261	-0.8445	-1.2347	-0.3481	-0.6402	-1.4135	-0.7158	-1.05	-1.6957	-0.9956	-0.9765	-1.0696	-2.0333	-4.0514	-2.233	-0.6776	0.1445	-0.8323	-0.7657	-0.0222	-0.5127	-0.1547	-0.1181	-0.3012	-0.5497	-0.8696	-0.9749	-0.979	-2.4047	-2.9565	-3.3063	-3.088	-2.172	-2.7694	-2.441	-2.329	-3.2128	0.2665	-0.102	-0.1153	-0.1418	-0.3896	-0.8347	-0.1587	-0.4748	-0.5931	-0.1133	-0.3684	-0.5746	-0.2928	-0.8306	-1.2626	-1.5933	-1.7168	-1.3513	-1.9893	-2.1991	-1.9569	-0.2035	-1.0079	0.0766	0.7925	0.11	0.7615	0.3218	-0.4994	-0.6094	-0.6865	-1.4367	-1.2226	-0.304	0.2156	-0.5431	-0.0773	0.427	-0.4902	-0.1326	-1.0792
NA	BSU_misc_RNA_1	20611	20823	20609	20821	1	TRUE	TRUE	-	-	-	0.5036	-0.1411	-0.2156	-0.2005	-0.6089	-1.0016	0.0097	-0.283	-1.0051	0.551	-0.7083	-0.3546	0.0324	-0.4874	-0.2677	-0.4371	-2.8893	-1.3385	-0.5997	-0.0772	-0.9558	-0.6949	0.0222	-0.6586	-0.3846	-0.2518	-0.4207	-0.7069	-1.0722	-0.8743	-0.8413	-1.9905	-2.5755	-2.8745	-2.5733	-0.8675	-1.128	-1.6569	-1.3363	-1.4111	0.2009	0.2466	0.1551	-0.279	-0.6752	-1.078	0.8603	0.4652	0.3266	-0.0368	0.1289	-0.5296	-0.5603	-1.2839	-1.3987	-1.1242	-1.6328	-1.2256	-1.0483	-1.3546	-1.1383	-0.0582	-0.0574	0.3188	0.6007	0.2222	0.7291	0.1481	-0.302	0.1808	0.0244	-0.1858	-0.3117	1.4338	0.8478	-0.1769	0.4864	0.9619	0.1618	0.6611	-0.1883
serS	BSU00130	20880	22157	20878	22155	1	TRUE	TRUE	-	-	-	-1.0565	-1.3054	-1.2608	-2.0166	-2.1222	-2.6183	-1.8324	-1.8241	-1.7483	-1.6759	-1.332	-2.008	-1.7788	-1.6218	-1.841	-2.2925	-4.5405	-2.5868	-1.3233	-0.4612	-1.6862	-1.6661	-0.3609	-1.5196	-0.0627	-0.1496	-0.4567	-0.5531	-0.433	-0.721	-0.7699	-2.5004	-2.6445	-3.3836	-3.2527	-2.4594	-2.8566	-2.7395	-2.5391	-3.2419	0.3929	-0.1962	-0.6148	-0.2973	-0.6532	-1.1321	0.1603	-0.4054	-0.518	-0.3169	-0.2959	-0.4661	-0.1034	-0.7998	-0.9771	-1.5758	-1.7522	-1.3167	-0.9922	-1.0299	-0.9152	-0.0415	-0.9152	0.0994	0.3528	0.2204	0.7467	-0.0569	-0.3161	-0.4504	-0.3332	-0.1912	-0.5059	0.0507	0.7023	-0.1238	-0.075	0.8745	0.2333	0.6739	-0.3339
S14	new_22452_22529	22452	22529	22450	22527	1	TRUE	TRUE	-	O_17	3'PT	1.0854	0.1533	1.1505	0.4666	-1.1599	-1.1662	0.7204	-1.0752	-0.8819	1.2034	-1.2273	-0.7285	0.0033	-1.0755	-0.1006	-0.2816	-1.3336	-0.5032	-1.9913	0.9005	-0.1512	-2.3391	-0.5285	0.4728	-0.1188	-0.2878	-1.1352	-0.8165	-0.9479	-0.886	-2.067	-1.7997	-2.1011	-1.6953	-1.6764	-1.9445	-1.8887	-1.4315	-1.6842	-1.6194	-0.6098	1.6151	2.3909	0.4442	0.3093	0.4367	0.0008	0.7974	0.4144	0.5072	0.2468	0.2368	1.3622	1.4275	0.6202	-3.1007	-2.6475	-3.1239	0.6427	0.6128	0.1403	-0.0061	-2.1965	0.1929	-0.2105	-0.0396	0.0719	-1.0531	-1.8557	-0.0291	1.8023	1.5369	-1.109	-0.8242	-0.5478	-3.1134	0.8411	2.0511	1.3613	1.9849	0.0746
dck	BSU00140	22496	23149	22494	23147	-1	TRUE	TRUE	-	-	-	-0.1071	-0.0853	-0.0317	-0.9441	-1.3086	-1.529	-0.826	-1.0659	-2.0849	-1.2187	-1.4185	-1.6884	-1.6953	-1.876	-1.5995	-2.2222	-3.497	-2.1354	-1.205	0.2409	-0.9863	-1.3509	-0.201	-0.4923	0.0212	-0.2601	-0.6714	-0.7495	-0.4895	-0.52	-0.7791	-1.8648	-1.9818	-2.4179	-2.2863	-1.7927	-2.1247	-1.8659	-2.0134	-2.5141	-0.324	0.0118	-0.4733	1.1301	0.704	0.2626	0.3979	0.387	0.087	-0.0173	-0.2217	-0.3934	1.6635	1.4162	0.9344	-2.2297	-1.7069	-1.8849	-0.3468	-0.3798	-0.2895	-0.4353	-1.5742	0.2722	0.0764	-0.1128	0.7513	-0.6499	0.0271	-0.1534	0.9634	0.9713	-0.348	0.6111	0.9361	0.1731	0.7145	1.0487	0.8388	1.2621	0.2254
S15	new_22531_23167	22531	23167	22529	23165	1	TRUE	TRUE	Id260210_17	O_18	3'PT	0.6236	0.1818	0.1259	0.3039	-0.7925	-0.8997	1.658	1.6663	1.718	3.3664	2.1169	1.7804	2.9297	3.0123	3.2465	2.3025	1.0308	2.1725	-0.6395	0.5505	0.5269	-0.9029	-0.2041	1.081	0.1475	-0.5542	-0.9026	-0.9873	-1.0091	-0.8866	-1.4885	-0.9963	-1.2626	-0.9723	-0.8273	-1.0034	-1.1445	-0.726	-0.5431	-0.4561	-0.3633	-0.0201	0.2684	0.2642	0.2049	0.3595	-0.0212	0.6937	0.1993	1.3485	0.9447	0.5591	1.2834	1.3463	0.6695	-1.6708	-1.4786	-2.2474	0.3461	0.3305	0.2855	0.1115	-1.2461	0.0648	-0.2237	-0.1558	0.0606	-0.3563	-0.6221	-0.2551	0.4794	0.7638	-0.3293	-1.4398	-1.1995	-1.9652	0.4397	0.7838	0.329	0.7507	-0.1995
dgk	BSU00150	23146	23769	23144	23767	-1	TRUE	TRUE	-	-	-	0.2654	-0.2391	0.1801	-0.6242	-1.494	-1.4634	-0.6621	-0.9676	-1.8777	-0.7303	-1.5459	-1.5977	-1.3006	-1.8351	-1.4074	-2.0923	-4.2138	-1.722	-1.1755	0.5167	-0.8376	-1.1472	-0.039	-0.5089	-0.0727	-0.4018	-0.6746	-0.7657	-0.7877	-0.7261	-1.0183	-1.8926	-1.8276	-2.4483	-2.3661	-1.647	-1.9594	-1.8301	-1.9126	-2.5711	-1.8144	-0.2784	-0.4517	1.0714	0.7494	0.5701	0.3684	0.2351	0.1039	0.003	-0.1674	-0.4559	1.7271	1.5641	0.9031	-2.2143	-1.7346	-1.9922	-0.224	-0.3686	-0.3419	-0.3295	-1.8163	0.3384	0.0757	-0.094	0.8053	-0.7218	-0.0102	-0.0331	0.9806	1.0611	-0.3382	0.2349	0.9481	0.4506	0.6265	0.853	1.2098	1.1283	0.6156
yaaH	BSU00160	23868	25151	23866	25149	-1	TRUE	TRUE	-	-	-	0.076	0.0112	-0.3297	1.779	2.2822	2.1378	7.7274	7.5304	7.1681	7.8311	7.8012	7.2869	7.76	7.9146	7.8055	7.6403	6.4014	7.4782	3.7722	2.5975	3.4884	3.6497	1.7309	3.5723	-0.9465	-1.921	-2.3325	-2.8579	-2.9984	-3.1241	-3.1113	-2.1038	-2.523	-2.2733	-1.963	-0.1343	0.5063	1.519	2.152	1.9859	-0.6527	-2.0118	-1.4953	2.2299	2.4601	3.0883	-0.3007	0.0263	-0.227	3.4642	3.636	2.4845	-0.2086	-0.1048	-1.0689	5.7601	5.7733	4.9946	3.9469	3.8506	3.249	0.1644	0.2821	0.0696	-0.2188	0.0563	-0.0265	0.1569	0.1105	-0.0195	0.5268	0.7064	0.4129	-0.2229	-0.2508	0.1867	0.0172	-0.0916	0.1819	0.5416	0.604
yaaI	BSU00170	25221	25766	25219	25764	-1	TRUE	TRUE	-	-	-	-0.474	-0.6193	-0.8732	0.1597	-0.6131	-0.8848	-0.1653	-0.5487	-0.5313	0.3015	-0.1965	-0.5327	0.1571	0.318	0.0864	0.544	0.2923	0.4306	-0.3217	-0.139	-0.2777	-0.2905	-0.2821	-0.1071	0.0668	-0.0144	-0.0818	-0.0341	0.0307	0.0417	0.049	0.9254	0.2145	0.4673	0.6314	0.3981	0.0584	0.3962	0.1134	0.2496	4.8703	0.9193	0.7806	1.0329	2.5352	0.5863	1.0752	0.8083	0.4406	3.8447	3.7542	2.1898	-0.2672	-0.3772	-2.0594	7.881	7.3357	6.3183	5.4214	5.8047	5.478	0.141	0.2873	0.0656	-0.2915	0.1573	0.106	0.793	0.2754	0.2274	0.8489	0.8444	0.4211	-0.1	0.1103	0.1826	-0.0333	-0.0342	0.04	0.4204	0.2533
S16	new_25655_25851	25655	25851	25653	25849	1	TRUE	TRUE	Id260210_18	O_19	5'	1.6599	1.3952	1.7761	0.9546	0.4812	-0.1212	1.1124	1.3206	-0.4853	1.8449	0.5813	0.773	1.2081	0.9335	1.7287	1.0395	-0.8411	0.92	-0.8908	0.842	-0.1427	-0.8106	0.0728	0.0599	-0.1973	-0.0415	-0.2765	0.1025	0.6366	0.6554	0.2473	-0.0118	-0.7716	-0.9866	-1.1131	-0.3614	-0.8926	-0.7685	-0.5621	-1.1237	-1.0796	0.3506	0.4369	-0.5536	-0.564	-0.5354	0.6865	1.1433	0.8674	0.9088	0.8633	0.431	0.1511	-0.305	-0.847	-1.5997	-0.9857	-2.2228	0.5406	0.1346	0.1327	-0.5134	0.4731	0.5738	0.0299	-0.1312	-0.2064	2.4997	2.2319	2.5311	3.1965	1.9527	1.3586	2.2788	2.8085	1.5381	0.5262	1.1561	1.9241	1.9935	0.9975
tadA	BSU00180	25852	26337	25850	26335	1	TRUE	TRUE	-	-	-	1.2915	2.166	1.2439	0.4761	0.3079	-0.046	1.0784	1.4155	-0.2182	1.2455	1.2365	0.1552	0.8031	1.9034	1.2654	0.491	-0.4468	0.3601	-1.0225	0.7364	-0.3846	-1.0423	0.0173	-0.2626	-0.2335	-0.0501	-0.2654	-0.0555	0.7131	0.5898	0.3957	0.2895	-0.4242	-0.6699	-0.7695	-0.1984	-0.7238	-0.4211	-0.3447	-0.8533	-1.7982	0.5444	0.8672	-0.5202	-0.4837	-0.2833	0.7743	1.3948	1.3157	1.0498	1.1273	0.5026	0.0022	-0.4097	-0.9719	-0.1163	-0.2501	-0.137	0.7913	0.768	0.8141	-1.0124	0.1482	0.7613	0.2044	-0.295	0.0887	2.7209	2.7406	2.2649	3.3536	2.0464	0.8637	2.4673	2.6199	2.0612	0.5189	0.7915	1.3381	1.347	1.013
S17	new_26383_26532	26383	26532	26381	26530	1	TRUE	TRUE	Id260210_19	O_20	5'	0.1464	1.557	-0.2264	-0.0643	0.5871	0.2866	0.4437	0.6559	-0.4876	0.3542	1.1232	0.8671	0.452	0.8217	0.8905	0.891	1.8405	-0.0831	0.2206	0.9997	-0.0673	-0.5748	0.4751	0.5115	0.6265	0.2617	0.0655	0.0276	0.8375	0.4542	0.1154	1.3231	1.3627	1.3594	1.1497	1.2963	1.3432	1.3495	1.206	1.3848	0.7125	0.0915	0.1511	0.7434	0.1545	0.179	0.7756	1.0764	0.3746	0.5949	0.6976	-0.6751	0.2368	-0.8533	-0.8354	1.2772	-0.5493	-0.2553	0.3756	-0.2213	-0.4349	-1.2506	0.5361	-0.0067	0.7669	-0.4018	0.6297	-0.1473	-0.0032	-0.2855	-0.5501	0.4504	-0.8661	0.6884	0.0497	-0.9764	1.1489	0.9712	0.4969	0.4939	-0.8971
scr	BSU_misc_RNA_2	26533	26635	26531	26633	1	TRUE	TRUE	-	-	-	-0.0155	1.9741	-0.2334	-0.1307	0.4396	0.3445	0.5741	0.5853	-0.1576	0.1669	1.3449	0.9439	0.5972	1.1063	0.743	0.681	1.9965	0.4046	-0.0494	1.6088	-0.2733	-1.071	0.5647	0.2444	0.6042	0.1951	-0.2183	-0.1255	1.1952	0.2786	-0.0878	1.3243	1.3173	1.349	1.0263	1.2858	1.139	1.3275	1.2662	1.3646	0.8489	0.336	0.1544	1.0555	0.5183	0.0315	0.8064	1.5224	0.6984	1.0587	0.6556	-0.2039	0.5993	0.1618	-0.7753	1.3495	-0.121	0.3643	0.3099	-0.2754	-0.1658	-1.2226	0.7462	-0.1421	0.7335	-0.8375	0.6435	-0.0026	-0.2772	-0.441	-0.4211	0.3699	-0.3514	0.5919	-0.0883	-0.9716	1.0622	0.791	0.0505	0.2321	-0.8739
S18	new_26636_26731	26636	26731	26634	26729	1	TRUE	TRUE	Id260210_20	O_21	3'UTR	0.9328	2.4444	0.5468	0.6321	1.6027	1.5255	1.1833	1.7923	1.1299	1.0972	2.724	1.3443	1.3054	2.7089	1.7172	1.5014	3.0405	1.6957	-0.3351	1.1137	0.0093	-0.8919	0.0332	0.2198	0.4691	0.5052	0.3107	0.1816	1.0684	0.47	0.4254	1.4819	1.3386	1.1391	0.938	1.6637	1.3295	1.7341	1.3947	1.0132	1.1378	0.5701	0.3075	1.3268	0.8325	0.0246	0.4196	1.343	0.3075	1.2104	1.1432	0.3896	0.6727	0.5894	-0.3677	1.0003	0.2675	0.6241	0.3762	0.0011	-0.0567	-1.2738	0.8086	-0.1173	0.4005	-0.3579	0.638	-0.1413	-0.6081	-0.5059	-0.1075	0.3866	-0.1945	0.5798	-0.2389	-0.9052	1.0135	0.6664	-0.0075	0.151	-0.81
dnaX	BSU00190	26814	28505	26812	28503	1	TRUE	TRUE	-	-	-	0.7947	0.2739	0.5235	0.427	-0.1305	-0.304	1.7262	1.3986	1.0594	1.9642	1.4462	0.8619	1.2514	1.1334	1.1954	0.6622	-2.0515	0.7239	-0.8793	0.4338	-0.6512	-0.8033	-0.0405	-0.4	-0.3347	-0.4227	-0.7055	-0.8071	-0.469	-0.26	-0.5262	-0.6132	-1.1133	-1.4745	-1.7463	-0.9816	-1.4753	-1.0731	-0.9889	-1.4611	-0.3967	0.6532	0.4104	0.622	0.4756	0.4851	0.586	0.2024	0.3262	0.4618	0.5561	0.2298	0.4407	-0.0452	-0.6637	-1.718	-1.7166	-1.2941	-0.2937	-0.3047	-0.3623	-0.2298	-0.8601	0.3001	0.3428	-0.08	0.8271	-0.7228	-0.5464	-1.1637	0.1687	0.115	-0.8462	-0.9696	-0.1794	-0.8362	0.4326	0.8979	0.6352	0.8849	0.1208
yaaK	BSU00200	28529	28852	28527	28850	1	TRUE	TRUE	-	-	-	1.4145	0.9666	1.17	0.8538	0.1817	0.0319	1.351	1.0358	0.5754	1.727	1.0967	0.8911	1.2064	1.2785	1.3509	0.5387	-1.8742	0.6231	-0.9978	0.3844	-0.7215	-0.8269	0.1228	-0.447	-0.1412	-0.1103	-0.3849	-0.3062	-0.3696	-0.0801	-0.2807	-0.4723	-1.2249	-1.2985	-1.7071	-0.7029	-1.1766	-0.8547	-0.8822	-1.3231	-0.8555	-0.1724	-0.1267	-0.4178	-0.6406	-0.5685	0.0264	-0.597	-0.434	0.6634	0.6139	0.291	0.2469	-0.2378	-0.9072	0.6218	0.3205	0.7187	0.3282	0.1231	0.3428	-0.3787	-0.0063	0.2302	0.1716	0.1239	0.523	-0.0438	0.0912	-0.235	0.6999	0.6804	-0.2304	0.0085	0.4719	-0.1031	-0.01	0.7744	0.8189	1.2321	0.3632
recR	BSU00210	28867	29463	28865	29461	1	TRUE	TRUE	-	-	-	1.3231	1.016	1.2741	0.3561	-0.0119	-0.1308	1.4878	1.1575	1.5833	2.1027	1.9142	1.5638	1.7013	2.1189	2.0727	1.2748	-1.1321	1.3276	-1.1273	0.5397	-0.6483	-0.969	0.0686	-0.1305	-0.1893	-0.4111	-0.6679	-0.8757	-0.6324	-0.486	-0.6684	-1.6837	-2.1852	-2.4795	-2.5004	-1.5484	-1.7845	-1.2766	-1.0097	-1.553	-1.4232	-0.676	-0.5422	0.142	-0.2992	-0.1582	-0.0412	-0.6594	-0.5786	0.6413	0.5891	0.4228	0.2897	0.1127	-0.4236	-1.0207	-0.6202	-0.8748	0.0515	0.1356	0.2639	-0.2806	-0.3018	0.3116	0.2612	-0.0355	0.5299	-0.8816	-0.3782	-0.4746	1.0695	0.9689	-0.923	-0.4821	0.4492	-0.3603	0.0299	0.8487	1.0102	1.4703	0.7099
yaaL	BSU00220	29481	29705	29479	29703	1	TRUE	TRUE	-	-	-	1.2873	1.1218	1.1197	0.2822	-0.2752	-0.1532	1.552	1.1275	1.5816	2.1183	2.056	1.4668	2.0619	2.6714	2.0312	1.6803	-0.4711	1.3562	-0.9629	0.6778	-0.2772	-0.7984	0.1472	0.1723	0.0588	-0.5203	-0.6476	-0.6479	-0.4563	-0.3574	-0.6479	-1.356	-1.8258	-2.1368	-1.8203	-1.384	-1.3756	-0.9357	-0.6319	-0.9595	-1.2684	-0.4215	-0.2407	0.1476	0.2328	0.1366	-0.1459	-0.5126	-0.6424	0.4849	0.9157	0.6181	0.3933	0.5744	-0.044	-1.6146	-0.4174	-1.2499	-0.2175	-0.2015	0.1865	-0.5873	-0.8707	0.2243	-0.2429	0.1411	0.356	-1.4526	-0.5362	-0.9266	1.2096	0.9977	-2.0913	-0.9303	-0.3279	0.0801	-0.3889	0.6047	0.3932	1.1927	1.157
bofA	BSU00230	29772	30035	29770	30033	1	TRUE	TRUE	-	-	-	1.4358	1.2532	1.4405	0.4875	0.8022	0.7312	4.5774	4.414	2.7066	3.5638	3.5848	3.6625	3.351	3.316	3.815	3.0102	2.3259	3.1544	-1.0366	1.3413	-0.0298	-1.3815	0.7421	0.4526	-0.252	-0.4747	-0.9459	-1.0193	-0.9234	-0.9248	-1.0643	-1.7988	-2.1719	-2.3409	-2.2964	-0.8282	-0.3821	0.1462	0.3771	-0.0039	-1.7204	-0.4865	-0.4654	2.0256	2.2222	2.1602	-0.2431	-0.0315	-0.3954	0.5744	0.6253	0.2845	0.5178	0.2475	-0.2598	-2.0746	-1.3956	-1.8257	0.0197	-0.0535	-0.1162	-0.3401	-0.8567	0.6842	0.2001	0.0119	0.5292	-1.3999	0.0366	-0.0194	1.2254	1.3287	-2.1195	-0.6295	0.4288	-0.8188	0.2135	1.1822	1.2591	1.9399	0.6333
S19	new_30076_30278	30076	30278	30074	30276	1	TRUE	TRUE	Id260210_21	O_22	5'	-0.3316	-0.9355	-0.7346	-1.6589	-2.5103	-2.7136	0.8038	0.2328	-0.4244	0.5224	0.0384	-0.88	-0.3505	-0.0269	-0.7307	-0.5189	-1.4708	-0.9867	-2.8365	0.1079	-1.1246	-2.3646	-0.8362	-1.237	0.317	0.5861	0.2811	0.686	0.7833	1.2289	0.846	1.5431	0.0163	-0.9027	-1.5295	-1.1455	-1.5536	-1.4405	-1.131	-1.6542	-1.771	0.6028	0.9969	-1.299	-0.9579	-1.0272	-1.4247	-1.5039	-1.2134	0.038	-0.6881	-0.8714	-0.3776	-0.5355	-1.1966	-4.1888	-3.8982	-3.7773	-0.6839	-0.249	0.102	-0.8414	-2.1505	0.7751	0.3298	0.3624	0.3681	-2.0984	-1.4484	-0.7882	-0.6967	-0.0951	-0.5584	0.3674	-0.0142	-0.1147	0.3254	0.0048	0.1098	0.0017	-0.1093
S20	new_35104_35236	35104	35236	35102	35234	1	TRUE	TRUE	Id260210_22	O_23	intra	-0.4907	-1.3996	-1.1757	-2.6202	-3.5663	-3.5713	-0.4808	-2.0542	-3.2484	-1.4246	-2.4932	-3.0234	-1.7077	-2.5866	-2.5575	-1.4099	-4.3598	-2.1126	-2.4097	0.0925	-2.5216	-3.3114	-1.063	-2.1771	0.0888	0.1762	-0.5742	0.1579	1.0259	1.3616	1.6514	1.9086	1.1454	0.2949	-1.225	-0.5612	-0.6426	-0.706	-0.8692	-0.976	1.501	1.9642	1.8977	-0.3826	0.0054	-0.3046	-1.7323	-1.5552	-1.1944	0.2895	0.2138	0.0313	0.3983	0.5089	-1.1704	-4.3758	-4.1294	-3.6398	0.4768	-0.0212	0.1868	-0.2856	-4.4543	0.0618	-0.1593	0.2914	0.6576	-3.2208	-2.8004	-2.7397	0.3221	0.7837	-1.7021	-1.2594	-1.973	-2.4592	0.4298	1.1887	-0.2064	0.3291	-1.1252
S21	new_35356_35458	35356	35458	35354	35456	1	TRUE	TRUE	Id260210_23	O_24	inter	1.1142	-1.3872	-0.5622	-0.2463	-3.4329	-2.9451	-0.0059	-2.3292	-2.8875	-0.2137	-2.6852	-2.986	-1.1627	-2.4514	-2.3499	-1.2736	-5.0778	-2.1907	-2.8131	-0.6397	-2.0704	-2.8278	-1.0504	-1.6254	-0.0452	-0.0289	-0.3886	-0.1146	0.8307	1.6905	1.3465	1.3151	-0.056	-0.1202	-0.9187	-0.6115	-1.1705	-0.8245	-1.3048	-1.1555	0.5123	1.7002	1.8921	0.1479	0.1347	-0.0119	-1.2407	-0.6781	-0.8616	0.8065	0.4422	0.2394	0.6708	0.7505	-0.5142	-4.4605	-4.1247	-4.8026	0.7308	0.8107	0.3963	0.1533	-3.4965	-0.125	-0.5458	0.2199	0.2311	-3.0314	-2.7646	-2.396	1.7466	0.8597	-2.5279	-1.9073	-2.3029	-2.2541	0.1866	0.8503	0.2061	0.325	-0.4784
csfB	BSU00240	35531	35725	35529	35723	1	TRUE	TRUE	-	-	-	0.7335	-1.5786	-0.2101	-0.0442	-1.5964	-0.8888	2.4659	1.2332	0.7605	2.2396	0.4862	1.4839	3.5984	2.2466	3.1856	4.443	3.2725	3.4258	-1.0543	-0.0562	-0.4085	-1.0912	-0.6158	0.0678	0.0065	-0.0159	-0.2844	0.1868	0.8357	1.7053	1.4727	1.3376	0.1275	-0.1833	-0.9257	-0.2547	0.0998	0.6019	0.4907	0.2168	0.235	0.7736	1.4031	3.1921	3.4802	3.3078	-0.9143	-0.8522	-0.9846	0.9668	0.5469	0.1076	0.8758	0.8188	-0.1914	-2.4851	-2.406	-3.0244	0.6389	0.7209	0.3246	0.1702	-3.2123	0.1629	-0.3125	-0.0487	0.3095	-2.7854	-2.7468	-2.2026	1.9325	0.7163	-3.1082	-2.1768	-1.9436	-2.5603	0.1833	1.3483	0.3069	0.5568	-0.4814
xpaC	BSU00250	35845	36459	35843	36457	1	TRUE	TRUE	-	-	-	-1.3851	-0.6688	-0.741	-2.0716	-1.7036	-1.9301	-1.451	-0.6446	-1.8133	-1.0228	-0.9772	-1.479	-1.5692	-0.1502	-0.4992	-0.9792	0.7898	-0.6651	-0.958	-0.0923	-0.4907	-0.2104	-0.2574	0.1293	-0.3663	0.3433	0.2388	1.5317	1.9756	2.5035	2.1928	2.0954	0.3255	-0.3581	-0.6459	0.3821	-0.1556	0.0636	-0.0186	-0.854	-1.2955	-0.5816	-0.7164	-1.0281	-0.839	-1.0795	0.0345	-0.2953	-0.3813	0.7116	0.6613	0.48	-0.3397	-0.3127	-0.8902	0.6867	1.0251	0.8659	1.4755	1.338	1.9136	-0.4204	0.3252	0.2424	0.2256	0.1568	0.6283	1.802	0.8761	0.6626	1.7547	0.3536	0.1638	1.0411	2.1264	1.1824	-0.0482	0.7237	0.9697	1.2678	0.7398
yaaN	BSU00260	36478	37638	36476	37636	1	TRUE	TRUE	-	-	-	-0.8558	0.0699	-0.0229	-1.4242	-0.7504	-1.0066	-0.9549	0.1428	-0.573	-0.635	0.2391	-0.4514	-0.897	1.0392	0.3663	-0.553	1.7617	0.0329	-0.8992	0.0518	-0.4993	0.0063	-0.1264	0.1636	-0.208	0.3157	0.4585	1.4778	2.1415	2.5457	2.3001	2.2067	0.3973	-0.2803	-0.604	0.4095	-0.006	0.1586	0.1449	-0.7321	-0.8248	-0.5243	-0.5774	-0.768	-1.2756	-1.344	0.0463	-0.3928	-0.293	0.7068	0.674	0.5818	-0.2269	-0.5439	-0.7986	0.2698	0.5662	0.6285	1.5971	1.3541	1.7112	-0.2744	0.2598	0.1582	0.1455	0.339	0.5696	1.256	0.8157	0.3718	1.2997	0.3045	-0.3289	0.9473	1.9564	0.9809	0.0496	0.6246	0.8493	1.4059	0.7309
